fiscal_year,available_from,code,net_income,equity,shares,EPS,BPS,ROE
2025,2026-03-31,278470,289654813287.0,445799810314.0,75000000.0,3862.06417716,5943.997470853334,0.6497418944233759
2024,2025-03-31,475150,22380995585.0,241972753239.0,100000000.0,223.80995585,2419.72753239,0.09249386670776923
2025,2026-03-31,475150,30721781368.0,273040531600.0,100000000.0,307.21781368,2730.405316,0.11251729253518637
2019,2020-03-30,000660,2016391000000.0,47943195000000.0,9000000000.0,224.04344444444445,5327.0216666666665,0.04205791875155588
2020,2021-03-31,000660,4758914000000.0,51909097000000.0,9000000000.0,528.7682222222222,5767.6774444444445,0.09167784213237229
2021,2022-03-31,000660,9616188000000.0,62191058000000.0,9000000000.0,1068.4653333333333,6910.117555555556,0.15462332221458588
2022,2023-03-31,000660,2241669000000.0,63290542000000.0,9000000000.0,249.07433333333333,7032.282444444444,0.03541870442506244
2023,2024-03-30,000660,-9137547000000.0,53503752000000.0,9000000000.0,-1015.283,5944.861333333333,-0.17078329385199004
2024,2025-03-31,000660,19796902000000.0,73915704000000.0,9000000000.0,2199.655777777778,8212.856,0.26783079817517536
2025,2026-03-31,000660,42947902000000.0,120666751000000.0,9000000000.0,4771.989111111111,13407.416777777778,0.35592159102717535
2019,2020-03-30,034730,1700937000000.0,52182635000000.0,400000000.0,4252.3425,130456.5875,0.03259584342569132
2020,2021-03-31,034730,-288223000000.0,51859918000000.0,400000000.0,-720.5575,129649.795,-0.0055577218614190635
2021,2022-03-31,034730,5398529000000.0,65565149000000.0,400000000.0,13496.3225,163912.8725,0.0823383929166393
2022,2023-03-31,034730,3966176000000.0,71808790000000.0,400000000.0,9915.44,179521.975,0.055232458310465894
2023,2024-03-30,034730,-406387000000.0,77879050000000.0,400000000.0,-1015.9675,194697.625,-0.005218181269545532
2024,2025-03-31,034730,528810000000.0,80287536000000.0,400000000.0,1322.025,200718.84,0.006586451974313921
2025,2026-03-31,034730,3555246000000.0,85691335000000.0,400000000.0,8888.115,214228.3375,0.04148897901987406
2019,2020-03-30,180640,-260570998880.0,1420677426101.0,235000000.0,-1108.8127611914895,6045.435855748936,-0.18341320421703897
2020,2021-03-31,180640,-341532739427.0,1664265156927.0,235000000.0,-1453.3308060723405,7081.979391178724,-0.20521533963832225
2021,2022-03-31,180640,-35695759409.0,1824218019394.0,235000000.0,-151.89684854893616,7762.629869761702,-0.01956770464358094
2022,2023-03-31,180640,659568334244.0,2576057186684.0,235000000.0,2806.6737627404254,10961.945475251065,0.25603792402334896
2023,2024-03-30,180640,388329013825.0,2853875519764.0,235000000.0,1652.4638886170212,12144.151147931914,0.13607076101802532
2024,2025-03-31,180640,512176366000.0,3313160945000.0,235000000.0,2179.4738978723403,14098.557212765958,0.15458843518391166
2025,2026-03-31,180640,159181702000.0,3424127992000.0,235000000.0,677.3689446808511,14570.757412765957,0.04648824529103642
2020,2021-03-31,352820,87061118000.0,1198939410000.0,500000000.0,174.122236,2397.87882,0.07261511071689603
2021,2022-03-31,352820,140834607000.0,2886585043000.0,500000000.0,281.669214,5773.170086,0.04878934966476233
2022,2023-03-31,352820,48032125000.0,2928680005000.0,500000000.0,96.06425,5857.36001,0.016400605364190343
2023,2024-03-30,352820,183449559000.0,3109914968000.0,500000000.0,366.899118,6219.829936,0.058988609298850775
2024,2025-03-31,352820,-3431847000.0,3513778658000.0,500000000.0,-6.863694,7027.557316,-0.0009766827492638267
2025,2026-03-31,352820,-254385318000.0,3551456465000.0,500000000.0,-508.770636,7102.91293,-0.07162844892144835
2019,2020-03-30,012330,2294311000000.0,32409622000000.0,275000000.0,8342.949090909091,117853.17090909091,0.07079104470888306
2020,2021-03-31,012330,1526850000000.0,33328123000000.0,275000000.0,5552.181818181818,121193.17454545455,0.045812660977037324
2021,2022-03-31,012330,2362474000000.0,35357474000000.0,275000000.0,8590.814545454545,128572.63272727272,0.06681682068125115
2022,2023-03-31,012330,2487244000000.0,37807632000000.0,275000000.0,9044.523636363636,137482.2981818182,0.06578682314724181
2023,2024-03-30,012330,3423309000000.0,40655299000000.0,275000000.0,12448.396363636364,147837.4509090909,0.08420326708210903
2024,2025-03-31,012330,4060161000000.0,46118232000000.0,275000000.0,14764.221818181819,167702.6618181818,0.08803808871077277
2025,2026-03-31,012330,3664736000000.0,49212795000000.0,275000000.0,13326.312727272727,178955.6181818182,0.0744671380684637
2019,2020-03-30,047050,202398051000.0,3048060836000.0,500000000.0,404.796102,6096.121672,0.0664022346960794
2020,2021-03-31,047050,229524209000.0,3160873733000.0,500000000.0,459.048418,6321.747466,0.07261416569846892
2021,2022-03-31,047050,356487962000.0,3512139928000.0,500000000.0,712.975924,7024.279856,0.10150163982874204
2022,2023-03-31,047050,604912380000.0,4398127078000.0,500000000.0,1209.82476,8796.254156,0.13753863162022986
2023,2024-03-30,047050,680419303000.0,6624761980000.0,500000000.0,1360.838606,13249.52396,0.10270849051696798
2024,2025-03-31,047050,503409725000.0,7349462921000.0,500000000.0,1006.81945,14698.925842,0.06849612419454235
2025,2026-03-31,047050,636802406000.0,7812655175000.0,500000000.0,1273.604812,15625.31035,0.08150908900187061
2019,2020-03-30,018880,322613422517.0,2337502197144.0,1000000000.0,322.613422517,2337.502197144,0.13801630771135726
2020,2021-03-31,018880,113459524772.0,2239435377415.0,1000000000.0,113.459524772,2239.435377415,0.0506643441986557
2021,2022-03-31,018880,310725205709.0,2476658008596.0,1000000000.0,310.725205709,2476.658008596,0.1254614906985676
2022,2023-03-31,018880,26742650440.0,2369866116572.0,1000000000.0,26.74265044,2369.866116572,0.01128445622011893
2023,2024-03-30,018880,58886775463.0,2508486580608.0,1000000000.0,58.886775463,2508.486580608,0.023475021121590847
2024,2025-03-31,018880,-358595798106.0,2998738468366.0,1000000000.0,-358.595798106,2998.738468366,-0.11958221828574378
2025,2026-03-31,018880,-197268294891.0,3912981016446.0,1500000000.0,-131.512196594,2608.654010964,-0.05041381342303845
2019,2020-03-30,020560,-817886114258.0,908288515832.0,600000000.0,-1363.1435237633334,1513.8141930533334,-0.900469509414428
2020,2021-03-31,020560,-502971860946.0,1089336974023.0,1300000000.0,-386.90143149692307,837.9515184792308,-0.46172293141624365
2021,2022-03-31,020560,-516809974210.0,521096422981.0,1300000000.0,-397.54613400769233,400.8434022930769,-0.9917741734888933
2022,2023-03-31,020560,26525711603.0,715645570898.0,1300000000.0,20.40439354076923,550.4965929984616,0.03706543110399641
2023,2024-03-30,020560,180531807269.0,810345388271.0,1300000000.0,138.87062097615384,623.3426063623077,0.22278377822843312
2024,2025-03-31,020560,-413015510082.0,1003122157778.0,1300000000.0,-317.7042385246154,771.63242906,-0.41173002398517855
2025,2026-03-31,020560,-292500549971.0,828979897313.0,1300000000.0,-225.0004230546154,637.6768440869231,-0.35284396029275467
2019,2020-03-30,015760,-2263535000000.0,68889649000000.0,1200000000.0,-1886.2791666666667,57408.04083333333,-0.03285740358468077
2020,2021-03-31,015760,2092469000000.0,70666846000000.0,1200000000.0,1743.7241666666666,58889.03833333333,0.029610335234149264
2021,2022-03-31,015760,-5229225000000.0,65311849000000.0,1200000000.0,-4357.6875,54426.54083333333,-0.08006548704508427
2022,2023-03-31,015760,-24429108000000.0,42000256000000.0,1200000000.0,-20357.59,35000.21333333333,-0.5816418833256636
2023,2024-03-30,015760,-4716144000000.0,37264750000000.0,1200000000.0,-3930.12,31053.958333333332,-0.1265577791344367
2024,2025-03-31,015760,3621968000000.0,41362833000000.0,1200000000.0,3018.306666666667,34469.0275,0.08756576223877122
2025,2026-03-31,015760,8666656000000.0,49322944000000.0,1200000000.0,7222.213333333333,41102.45333333333,0.17571246355448694
2019,2020-03-30,002380,4021635059.0,4453226856338.0,24000000.0,167.56812745833332,185551.11901408332,0.000903083357021495
2020,2021-03-31,002380,560873030681.0,5245995001770.0,24000000.0,23369.709611708335,218583.12507375,0.10691451869316713
2021,2022-03-31,002380,-53211168479.0,5376066871921.0,24000000.0,-2217.1320199583333,224002.78633004168,-0.00989778768506768
2022,2023-03-31,002380,28661656966.0,5551138505338.0,24000000.0,1194.2357069166667,231297.43772241665,0.005163203357012047
2023,2024-03-30,002380,92502625102.0,5447529409519.0,24000000.0,3854.2760459166666,226980.39206329166,0.016980656394504474
2024,2025-03-31,002380,293294512467.0,5039315406549.0,24000000.0,12220.604686125,209971.475272875,0.058201261243906253
2025,2026-03-31,002380,1538496275573.0,7824485732406.0,24000000.0,64104.011482208334,326020.23885025,0.1966258650330388
2019,2020-03-30,267260,-264300822542.0,700215931506.0,160000000.0,-1651.8801408875,4376.3495719125,-0.3774561683758766
2020,2021-03-31,267260,-40246346429.0,679173539071.0,160000000.0,-251.53966518125,4244.83461919375,-0.05925782456726821
2021,2022-03-31,267260,-33686739374.0,646222114613.0,160000000.0,-210.5421210875,4038.88821633125,-0.05212873192087185
2022,2023-03-31,267260,162017992899.0,831168874627.0,160000000.0,1012.61245561875,5194.80546641875,0.19492788751468598
2023,2024-03-30,267260,259455508262.0,1057030326170.0,160000000.0,1621.5969266375,6606.4395385625,0.2454570146554833
2024,2025-03-31,267260,498409535389.0,1507517124598.0,160000000.0,3115.05959618125,9421.9820287375,0.3306161683051579
2025,2026-03-31,267260,731816191305.0,2032934924019.0,160000000.0,4573.85119565625,12705.84327511875,0.3599801364316374
2019,2020-03-30,112610,34682366867.0,369834047421.0,70000000.0,495.4623838142857,5283.343534585714,0.09377818810586518
2020,2021-03-31,112610,33598765925.0,443528736948.0,70000000.0,479.9823703571429,6336.124813542857,0.07575330102892334
2021,2022-03-31,112610,64744833476.0,946816621185.0,300000000.0,215.81611158666666,3156.05540395,0.06838159790115197
2022,2023-03-31,112610,-9830182561.0,924668865668.0,300000000.0,-32.767275203333334,3082.229552226667,-0.010631030118980455
2023,2024-03-30,112610,18936302304.0,944418879016.0,300000000.0,63.12100768,3148.0629300533333,0.02005074519870879
2024,2025-03-31,112610,143668438531.0,1200264992078.0,300000000.0,478.8947951033333,4000.8833069266666,0.11969726641970044
2025,2026-03-31,112610,40133098937.0,1201672689517.0,300000000.0,133.77699645666667,4005.575631723333,0.03339769580111793
2019,2020-03-30,207940,202904099088.0,4354453745366.0,500000000.0,405.808198176,8708.907490732,0.04659691225424775
2020,2021-03-31,207940,240974799963.0,4598783172364.0,500000000.0,481.949599926,9197.566344728,0.05239968725012255
2021,2022-03-31,207940,393589467655.0,4991102140680.0,500000000.0,787.17893531,9982.20428136,0.07885822741375043
2022,2023-03-31,207940,798056210082.0,8984474395157.0,500000000.0,1596.112420164,17968.948790314,0.08882614329806371
2023,2024-03-30,207940,857691298384.0,9830492412345.0,500000000.0,1715.382596768,19660.98482469,0.08724805049510265
2024,2025-03-31,207940,1083315885986.0,10904676062018.0,500000000.0,2166.631771972,21809.352124036,0.09934416023225943
2025,2026-03-31,207940,1784352060593.0,7451110647985.0,500000000.0,3568.704121186,14902.22129597,0.23947464276020936
2019,2020-03-30,010120,103042611501.0,1362682802339.0,300000000.0,343.47537167,4542.276007796667,0.07561745941471541
2020,2021-03-31,010120,85485546630.0,1413469901122.0,300000000.0,284.9518221,4711.566337073334,0.06047921258326217
2021,2022-03-31,010120,85310345509.0,1473419264652.0,300000000.0,284.36781836333336,4911.39754884,0.05789957248125777
2022,2023-03-31,010120,91209999630.0,1549291005666.0,300000000.0,304.0333321,5164.30335222,0.05887209006986469
2023,2024-03-30,010120,207672688149.0,1724042303163.0,300000000.0,692.24229383,5746.80767721,0.12045684016453367
2024,2025-03-31,010120,242237998768.0,1890092083448.0,300000000.0,807.4599958933334,6300.306944826667,0.12816200908375713
2025,2026-03-31,010120,284256733172.0,2141298852376.0,300000000.0,947.5224439066667,7137.662841253334,0.1327496780080869
2019,2020-03-30,032640,440911000000.0,7349616000000.0,700000000.0,629.8728571428571,10499.451428571429,0.05999102538146211
2020,2021-03-31,032640,252560000000.0,7651214000000.0,700000000.0,360.8,10930.305714285714,0.03300914077164748
2021,2022-03-31,032640,724218000000.0,7958558000000.0,700000000.0,1034.597142857143,11369.368571428571,0.0909986457345665
2022,2023-03-31,032640,662588000000.0,8449667000000.0,700000000.0,946.5542857142857,12070.952857142856,0.07841587130001691
2023,2024-03-30,032640,630241000000.0,8756785000000.0,700000000.0,900.3442857142857,12509.692857142858,0.07197173391832733
2024,2025-03-31,032640,314602000000.0,8768379000000.0,700000000.0,449.43142857142857,12526.255714285715,0.035879151665319214
2025,2026-03-31,032640,509226000000.0,9067527000000.0,700000000.0,727.4657142857143,12953.61,0.056159303413157745
2019,2020-03-30,042700,19262572161.0,219705201804.0,150000000.0,128.41714774,1464.70134536,0.08767462947092271
2020,2021-03-31,042700,50131485364.0,257090542803.0,150000000.0,334.20990242666664,1713.93695202,0.19499544719703713
2021,2022-03-31,042700,104438304265.0,346812042277.0,150000000.0,696.2553617666666,2312.080281846667,0.3011380561623773
2022,2023-03-31,042700,92259257411.0,390096755786.0,300000000.0,307.53085803666664,1300.3225192866666,0.236503523914492
2023,2024-03-30,042700,267167515858.0,571898625127.0,300000000.0,890.5583861933334,1906.3287504233333,0.4671588706803952
2024,2025-03-31,042700,152614498001.0,540887863389.0,300000000.0,508.7149933366667,1802.95954463,0.2821555230409034
2025,2026-03-31,042700,214007548411.0,690327519537.0,300000000.0,713.3584947033333,2301.09173179,0.31000871666616164
2019,2020-03-30,000120,50889855210.0,3655245272225.0,100000000.0,508.8985521,36552.45272225,0.013922418721582154
2020,2021-03-31,000120,142623241320.0,4039942261540.0,100000000.0,1426.2324132,40399.4226154,0.03530328704886811
2021,2022-03-31,000120,158279696245.0,4016357938933.0,100000000.0,1582.79696245,40163.57938933,0.03940876252853329
2022,2023-03-31,000120,196821784424.0,4034308338662.0,100000000.0,1968.21784424,40343.08338662,0.048786995911491736
2023,2024-03-30,000120,242876054885.0,4043096242871.0,100000000.0,2428.76054885,40430.96242871,0.06007179653792606
2024,2025-03-31,000120,268320297629.0,4225599854802.0,100000000.0,2683.20297629,42255.99854802,0.06349874736105905
2025,2026-03-31,000120,258742959823.0,4439637704423.0,100000000.0,2587.42959823,44396.37704423,0.05828019695508638
2019,2020-03-30,047040,201239572363.0,2488248901277.0,700000000.0,287.4851033757143,3554.6412875385713,0.08087598160285386
2020,2021-03-31,047040,282603723430.0,2676996070874.0,700000000.0,403.7196049,3824.2801012485716,0.1055674778550325
2021,2022-03-31,047040,484926502045.0,3216377897581.0,700000000.0,692.7521457785714,4594.825567972857,0.15076788781868808
2022,2023-03-31,047040,508010238954.0,3724617161496.0,700000000.0,725.7289127914286,5320.88165928,0.13639260544832926
2023,2024-03-30,047040,521479149761.0,4061915414137.0,700000000.0,744.9702139442857,5802.73630591,0.12838257240563297
2024,2025-03-31,047040,242849735359.0,4334091827571.0,700000000.0,346.92819337,6191.559753672857,0.056032438863922916
2025,2026-03-31,047040,-916079534292.0,3474605615293.0,700000000.0,-1308.6850489885715,4963.722307561428,-0.26364993202681813
2019,2020-03-30,298040,16022962032.0,990497465429.0,150000000.0,106.81974688,6603.316436193333,0.01617668150726686
2020,2021-03-31,298040,-19258017305.0,968250491645.0,150000000.0,-128.38678203333333,6455.003277633334,-0.019889499123601554
2021,2022-03-31,298040,76516679128.0,1037142743122.0,150000000.0,510.1111941866667,6914.284954146667,0.07377642049316184
2022,2023-03-31,298040,29129546895.0,1103211064622.0,150000000.0,194.1969793,7354.740430813334,0.026404328082932013
2023,2024-03-30,298040,131922316419.0,1224159409651.0,150000000.0,879.48210946,8161.062731006667,0.10776563524239886
2024,2025-03-31,298040,222929444192.0,2055618494514.0,150000000.0,1486.1962946133333,13704.12329676,0.10844884144939848
2025,2026-03-31,298040,502837667965.0,2489720957283.0,150000000.0,3352.2511197666668,16598.13971522,0.2019654718710888
2019,2020-03-30,052690,26397847129.0,492212759432.0,300000000.0,87.99282376333333,1640.7091981066667,0.05363096876940449
2020,2021-03-31,052690,20160083357.0,499074512622.0,300000000.0,67.20027785666667,1663.58170874,0.04039493672214291
2021,2022-03-31,052690,16452462020.0,513450926881.0,300000000.0,54.84154006666667,1711.5030896033334,0.03204291035161206
2022,2023-03-31,052690,17953974302.0,543413813300.0,300000000.0,59.84658100666667,1811.3793776666666,0.033039230624209825
2023,2024-03-30,052690,32654447903.0,547308411738.0,300000000.0,108.84815967666667,1824.36137246,0.05966370551350468
2024,2025-03-31,052690,58512128400.0,577473652879.0,300000000.0,195.040428,1924.9121762633333,0.10132432554851163
2025,2026-03-31,052690,85367742275.0,624966182864.0,300000000.0,284.55914091666665,2083.2206095466668,0.13659577848482887
2019,2020-03-30,035720,-341924578348.0,5740117751288.0,150000000.0,-2279.4971889866665,38267.45167525333,-0.059567519894740316
2020,2021-03-31,035720,168978904480.0,7411759473373.0,150000000.0,1126.5260298666667,49411.72982248667,0.022798757175952956
2021,2022-03-31,035720,1640484195406.0,13568333645679.0,750000000.0,2187.312260541333,18091.111527572,0.12090535494227267
2022,2023-03-31,035720,1066994242805.0,13515682590325.0,750000000.0,1422.6589904066666,18020.910120433335,0.07894490238834048
2023,2024-03-30,035720,-1816669011014.0,13858599224126.0,750000000.0,-2422.225348018667,18478.132298834666,-0.1310860485705812
2024,2025-03-31,035720,-161870567171.0,13942894159737.0,750000000.0,-215.82742289466665,18590.525546316,-0.011609538544618294
2025,2026-03-31,035720,517959587282.0,15224922016050.0,750000000.0,690.6127830426667,20299.8960214,0.034020508396428624
2019,2020-03-30,069620,28865605844.0,635920094471.0,32000000.0,902.050182625,19872.50295221875,0.04539187563810561
2020,2021-03-31,069620,24148065662.0,695248616605.0,32000000.0,754.6270519375,21726.51926890625,0.034732993472059694
2021,2022-03-31,069620,30257002685.0,702407439451.0,32000000.0,945.53133390625,21950.23248284375,0.043076142115819276
2022,2023-03-31,069620,39163169338.0,741222997333.0,32000000.0,1223.8490418125,23163.21866665625,0.052835879996860985
2023,2024-03-30,069620,120002904220.0,912281029374.0,32000000.0,3750.090756875,28508.7821679375,0.13154159777096872
2024,2025-03-31,069620,23346508507.0,926984605142.0,32000000.0,729.57839084375,28968.2689106875,0.025185432829732558
2025,2026-03-31,069620,192908919078.0,1134655756699.0,32000000.0,6028.4037211875,35457.99239684375,0.1700153706876002
2019,2020-03-30,005490,1982637208513.0,47794706820275.0,200000000.0,9913.186042565,238973.534101375,0.041482359458096835
2020,2021-03-31,005490,1788152419240.0,47674592085081.0,200000000.0,8940.7620962,238372.960425405,0.03750745084612006
2021,2022-03-31,005490,7195889963608.0,54804943351665.0,200000000.0,35979.44981804,274024.716758325,0.1313000164498735
2022,2023-03-31,005490,3560483538695.0,58257400589250.0,200000000.0,17802.417693475,291287.00294625,0.06111641615798425
2023,2024-03-30,005490,1845849532200.0,59663897393468.0,200000000.0,9229.247661,298319.48696734,0.03093746156116988
2024,2025-03-31,005490,947580322052.0,61450367919684.0,200000000.0,4737.90161026,307251.83959842,0.015420254656416266
2025,2026-03-31,005490,504403472266.0,62377691037383.0,200000000.0,2522.01736133,311888.455186915,0.008086279948446802
2019,2020-03-30,139480,223836243277.0,10206740691587.0,80000000.0,2797.9530409625,127584.2586448375,0.021930237089446105
2020,2021-03-31,139480,362572647516.0,10496578899630.0,80000000.0,4532.15809395,131207.236245375,0.03454198277200399
2021,2022-03-31,139480,1589074047501.0,12400253313823.0,80000000.0,19863.4255937625,155003.1664227875,0.12814851497667415
2022,2023-03-31,139480,1007725545174.0,13483361917688.0,80000000.0,12596.569314675,168542.0239711,0.07473844812042213
2023,2024-03-30,139480,-187466317757.0,13834230770289.0,80000000.0,-2343.3289719625,172927.8846286125,-0.013550902892238207
2024,2025-03-31,139480,-573430173306.0,13184076424361.0,80000000.0,-7167.877166325,164800.9553045125,-0.043494148156365285
2025,2026-03-31,139480,246338918347.0,13696908700680.0,80000000.0,3079.2364793375,171211.3587585,0.017985001121805694
2023,2024-03-30,003690,283868821363.0,3252895729256.0,520000000.0,545.9015795442308,6255.568710107692,0.08726649883361809
2024,2025-03-31,003690,316671748113.0,3452869465595.0,520000000.0,608.9841309865385,6640.133587682692,0.09171263242597877
2025,2026-03-31,003690,322041488493.0,3683421777221.0,520000000.0,619.3105547942308,7083.5034177326925,0.0874299789626503
2021,2022-03-31,383220,231925929728.0,547422966517.0,40000000.0,5798.1482432,13685.574162925,0.4236686144237568
2022,2023-03-31,383220,442664517277.0,943172288792.0,80000000.0,5533.3064659625,11789.6536099,0.4693357963728532
2023,2024-03-30,383220,425017760533.0,1317741413518.0,80000000.0,5312.7220066625,16471.767668975,0.32253502559225317
2024,2025-03-31,383220,355959818501.0,1577298222080.0,80000000.0,4449.4977312625,19716.227776,0.22567692876214113
2025,2026-03-31,383220,400686468976.0,1878678882040.0,80000000.0,5008.5808622,23483.4860255,0.21328097782251473
2023,2024-03-30,139130,412181438046.0,6283554118124.0,500000000.0,824.362876092,12567.108236248,0.06559686290552069
2024,2025-03-31,139130,201560238160.0,6205753395658.0,500000000.0,403.12047632,12411.506791316,0.03247957585633782
2025,2026-03-31,139130,457486000000.0,6436768000000.0,500000000.0,914.972,12873.536,0.0710738681276069
2023,2024-03-30,001450,607828606638.0,6055391876258.0,200000000.0,3039.14303319,30276.95938129,0.10037807941401387
2024,2025-03-31,001450,850533055882.0,4743378657629.0,200000000.0,4252.66527941,23716.893288145,0.17930954226351875
2025,2026-03-31,001450,1019820047983.0,5157512762473.0,200000000.0,5099.100239915,25787.563812365,0.19773485688748965
2023,2024-03-30,105560,4563431000000.0,58873310000000.0,1000000000.0,4563.431,58873.31,0.07751273030172756
2024,2025-03-31,105560,5028606000000.0,59815181000000.0,1000000000.0,5028.606,59815.181,0.08406905932458852
2025,2026-03-31,105560,5840715000000.0,60829989000000.0,1000000000.0,5840.715,60829.989,0.09601703199387394
2025,2026-03-31,031210,268410960714.0,5195172983650.0,6000000000.0,44.735160119,865.8621639416667,0.051665452056886295
2023,2024-03-30,454910,-15873538546.0,438808093399.0,400000000.0,-39.683846365,1097.0202334975,-0.03617421552789476
2024,2025-03-31,454910,-36560851475.0,402501180228.0,400000000.0,-91.4021286875,1006.25295057,-0.09083414725464858
2025,2026-03-31,454910,-55495341539.0,348594990774.0,400000000.0,-138.7383538475,871.487476935,-0.1591971858682805
2019,2020-03-30,018260,750448957378.0,6725157088500.0,200000000.0,3752.24478689,33625.7854425,0.1115883164515615
2020,2021-03-31,018260,452908951325.0,6859108164233.0,200000000.0,2264.544756625,34295.540821165,0.06603029730405852
2021,2022-03-31,018260,633381433112.0,7443700632071.0,200000000.0,3166.90716556,37218.503160355,0.08508958976440989
2022,2023-03-31,018260,1130012585621.0,8466969934914.0,200000000.0,5650.062928105,42334.84967457,0.13346127295921215
2023,2024-03-30,018260,701325761022.0,8975571141939.0,200000000.0,3506.62880511,44877.855709695,0.07813717366073843
2024,2025-03-31,018260,789501325293.0,9705449479475.0,200000000.0,3947.506626465,48527.247397375,0.08134618875330098
2025,2026-03-31,018260,782669219514.0,10262899983419.0,200000000.0,3913.34609757,51314.499917095,0.07626199424904267
2023,2024-03-30,085620,117205082184.0,2910747636564.0,300000000.0,390.68360728,9702.49212188,0.04026631533139543
2024,2025-03-31,085620,136114870311.0,2563654662740.0,300000000.0,453.71623437,8545.515542466666,0.0530940739754403
2025,2026-03-31,085620,130776431540.0,2448095130657.0,300000000.0,435.92143846666664,8160.31710219,0.053419668991745134
2023,2024-03-30,029780,609438704418.0,8135890561802.0,700000000.0,870.6267205971428,11622.700802574285,0.07490743635113706
2024,2025-03-31,029780,664593152937.0,8486180934765.0,700000000.0,949.41878991,12123.115621092857,0.07831475171762926
2025,2026-03-31,029780,645923000000.0,8863284000000.0,700000000.0,922.7471428571429,12661.834285714285,0.07287626121424068
2019,2020-03-30,007070,143624028195.0,2550840878795.0,200000000.0,718.120140975,12754.204393975,0.05630458151621242
2020,2021-03-31,007070,154521822927.0,2667178590518.0,200000000.0,772.609114635,13335.89295259,0.057934561816121166
2021,2022-03-31,007070,801275553361.0,4414386044491.0,200000000.0,4006.377766805,22071.930222455,0.18151460821170454
2022,2023-03-31,007070,47609804762.0,4420005380162.0,200000000.0,238.04902381,22100.02690081,0.010771435929848354
2023,2024-03-30,007070,22147526377.0,4433739107731.0,200000000.0,110.737631885,22168.695538655,0.004995225438136834
2024,2025-03-31,007070,9791708542.0,3181518137325.0,200000000.0,48.95854271,15907.590686625,0.003077684337903164
2025,2026-03-31,007070,50239032621.0,3276094767814.0,200000000.0,251.195163105,16380.47383907,0.015335036432576213
2019,2020-03-30,003670,101163401402.0,1006317943236.0,200000000.0,505.81700701,5031.58971618,0.10052826950167511
2020,2021-03-31,003670,29747509154.0,1023617314136.0,200000000.0,148.73754577,5118.08657068,0.02906116254892469
2021,2022-03-31,003670,133761698843.0,2438429932291.0,200000000.0,668.808494215,12192.149661455,0.05485566637435658
2022,2023-03-31,003670,121928567124.0,2650644638841.0,200000000.0,609.64283562,13253.223194205,0.045999590189242996
2023,2024-03-30,003670,4435219953.0,2611465990083.0,200000000.0,22.176099765,13057.329950415,0.0016983640490983519
2024,2025-03-31,003670,-231338259262.0,3320505865578.0,200000000.0,-1156.69129631,16602.52932789,-0.06966958307773716
2025,2026-03-31,003670,36521891144.0,4512079082909.0,200000000.0,182.60945572,22560.395414545,0.00809424889788364
2019,2020-03-30,006040,51402754321.0,1078462386263.0,12000000.0,4283.562860083333,89871.86552191667,0.047663001487809546
2020,2021-03-31,006040,243645014417.0,1295141813103.0,12000000.0,20303.751201416668,107928.48442525,0.18812226734712287
2021,2022-03-31,006040,171466423616.0,1486885893271.0,12000000.0,14288.868634666667,123907.15777258333,0.11531915420812222
2022,2023-03-31,006040,296545278655.0,2908475429741.0,200000000.0,1482.726393275,14542.377148705,0.10195901111030096
2023,2024-03-30,006040,272187151018.0,3135721276463.0,200000000.0,1360.93575509,15678.606382315,0.08680208699065849
2024,2025-03-31,006040,113563839180.0,3246412301301.0,200000000.0,567.8191959,16232.061506505,0.03498133589947564
2025,2026-03-31,006040,387148699085.0,3701777133435.0,200000000.0,1935.743495425,18508.885667175,0.10458455091426642
2019,2020-03-30,005850,87092916251.0,1378718061578.0,100000000.0,870.92916251,13787.18061578,0.0631694895991415
2020,2021-03-31,005850,64203074571.0,1425168427662.0,100000000.0,642.03074571,14251.68427662,0.04504946455790187
2021,2022-03-31,005850,96212544698.0,1518474284906.0,100000000.0,962.12544698,15184.74284906,0.06336132633550391
2022,2023-03-31,005850,165912606043.0,1706009149013.0,100000000.0,1659.12606043,17060.09149013,0.09725188527798201
2023,2024-03-30,005850,349266124228.0,2009119403482.0,100000000.0,3492.66124228,20091.19403482,0.17384040173156842
2024,2025-03-31,005850,381963573388.0,2397248075458.0,100000000.0,3819.63573388,23972.48075458,0.15933418710327882
2025,2026-03-31,005850,320790309572.0,2651661893348.0,100000000.0,3207.90309572,26516.61893348,0.12097707870552409
2019,2020-03-30,161390,429614534254.0,7187217113570.0,250000000.0,1718.458137016,28748.86845428,0.05977480956333653
2020,2021-03-31,161390,385205382320.0,7412147522228.0,250000000.0,1540.82152928,29648.590088912,0.05196947054343193
2021,2022-03-31,161390,604335535937.0,8205135824989.0,250000000.0,2417.342143748,32820.543299956,0.07365332504264915
2022,2023-03-31,161390,705774525978.0,8875709247979.0,250000000.0,2823.098103912,35502.836991916,0.0795175355860947
2023,2024-03-30,161390,728792952155.0,9629553176340.0,250000000.0,2915.17180862,38518.21270536,0.07568294590715367
2024,2025-03-31,161390,1131097818215.0,11194852809819.0,250000000.0,4524.39127286,44779.411239276,0.10103731039883924
2025,2026-03-31,161390,971594538868.0,14201979362795.0,250000000.0,3886.378155472,56807.91745118,0.06841261447071888
2019,2020-03-30,192820,18319679109.0,316472578756.0,30000000.0,610.6559703,10549.085958533333,0.057887097773246424
