fiscal_year,available_from,code,net_income,equity,shares,EPS,BPS,ROE
2020,2021-03-31,192820,-29053381423.0,271900115329.0,30000000.0,-968.4460474333333,9063.337177633333,-0.10685314122741477
2021,2022-03-31,192820,34336481889.0,465384571575.0,30000000.0,1144.5493963,15512.8190525,0.07378087712017423
2022,2023-03-31,192820,-16446826860.0,444246552661.0,30000000.0,-548.227562,14808.218422033333,-0.03702184465244552
2023,2024-03-30,192820,37799983055.0,358561439285.0,30000000.0,1259.9994351666667,11952.047976166667,0.10542121632034993
2024,2025-03-31,192820,88417411666.0,508810486465.0,30000000.0,2947.2470555333334,16960.349548833332,0.17377277791636483
2025,2026-03-31,192820,131076173228.0,612343808452.0,30000000.0,4369.205774266667,20411.460281733333,0.21405650129681145
2019,2020-03-30,336260,11870980021.0,166770552681.0,400000000.0,29.6774500525,416.9263817025,0.07118151154482831
2020,2021-03-31,336260,14190288190.0,512544165865.0,400000000.0,35.475720475,1281.3604146625,0.027685981296951503
2021,2022-03-31,336260,8695162181.0,518188257488.0,400000000.0,21.7379054525,1295.47064372,0.016779929022612713
2022,2023-03-31,336260,3863590126.0,523064425818.0,400000000.0,9.658975315,1307.661064545,0.0073864517166463434
2023,2024-03-30,336260,-8500099581.0,512651877530.0,400000000.0,-21.2502489525,1281.629693825,-0.01658064654313605
2024,2025-03-31,336260,-10474726734.0,498895839831.0,400000000.0,-26.186816835,1247.2395995775,-0.02099581896202681
2025,2026-03-31,336260,-132804248876.0,367480446236.0,400000000.0,-332.01062219,918.70111559,-0.36139133452208677
2023,2024-03-30,016360,547405708396.0,6622709394534.0,120000000.0,4561.714236633334,55189.24495445,0.08265585514710896
2024,2025-03-31,016360,899037889864.0,7324213114450.0,120000000.0,7491.982415533334,61035.10928708333,0.12274873434393666
2025,2026-03-31,016360,1007226734146.0,8068055959870.0,120000000.0,8393.556117883334,67233.79966558333,0.12484131730814486
2019,2020-03-30,011070,102300470956.0,2204604257510.0,200000000.0,511.50235478,11023.02128755,0.046403099607338925
2020,2021-03-31,011070,330902557767.0,2427687837098.0,200000000.0,1654.512788835,12138.43918549,0.1363035859513771
2021,2022-03-31,011070,878915068997.0,3314206193932.0,200000000.0,4394.575344985,16571.03096966,0.2651962544171847
2022,2023-03-31,011070,976863035583.0,4265792959339.0,200000000.0,4884.315177915,21328.964796695,0.22899916730472744
2023,2024-03-30,011070,565201000000.0,4714575000000.0,200000000.0,2826.005,23572.875,0.11988376470837775
2024,2025-03-31,011070,0.0,5353865000000.0,200000000.0,0.0,26769.325,0.0
2025,2026-03-31,011070,341262000000.0,5763054000000.0,200000000.0,1706.31,28815.27,0.059215478459858265
2023,2024-03-30,032830,2033709000000.0,44337441000000.0,600000000.0,3389.515,73895.735,0.045868885396430525
2024,2025-03-31,032830,2260255000000.0,32737931000000.0,600000000.0,3767.0916666666667,54563.21833333333,0.06904086272281532
2025,2026-03-31,032830,2451515000000.0,64835318000000.0,600000000.0,4085.858333333333,108058.86333333333,0.03781141321771569
2019,2020-03-30,010140,-1315353147184.0,5248928572494.0,740000000.0,-1777.5042529513514,7093.146719586486,-0.25059459831037806
2020,2021-03-31,010140,-1492699901584.0,3718231781599.0,740000000.0,-2017.1620291675677,5024.637542701352,-0.40145423665387386
2021,2022-03-31,010140,-1452069565718.0,4097267105814.0,1440000000.0,-1008.3816428597222,2845.3243790375,-0.3543995371103634
2022,2023-03-31,010140,-627411807133.0,3571937396906.0,1440000000.0,-435.7026438423611,2480.5120811847223,-0.1756502809025886
2023,2024-03-30,010140,-155556375770.0,3409207598067.0,1440000000.0,-108.02526095138889,2367.505276435417,-0.045628308425160004
2024,2025-03-31,010140,53877228765.0,3749451105353.0,1440000000.0,37.41474219791667,2603.7854898284722,0.014369364275235058
2025,2026-03-31,010140,535753735212.0,4095039935055.0,1440000000.0,372.05120500833334,2843.7777326770833,0.1308299170969634
2019,2020-03-30,004170,593123359795.0,5515130283816.0,40000000.0,14828.083994875,137878.2570954,0.10754475946570191
2020,2021-03-31,004170,-69137654789.0,5057254722041.0,40000000.0,-1728.441369725,126431.368051025,-0.013670985265519218
2021,2022-03-31,004170,388866619073.0,5762451178886.0,40000000.0,9721.665476825,144061.27947215,0.06748284835762823
2022,2023-03-31,004170,547639875232.0,6251779372631.0,40000000.0,13690.9968808,156294.484315775,0.08759744107884779
2023,2024-03-30,004170,311968012608.0,6339988828490.0,40000000.0,7799.2003152,158499.72071225,0.04920639784191886
2024,2025-03-31,004170,186608863964.0,6374698444225.0,40000000.0,4665.2215991,159367.461105625,0.02927336337502422
2025,2026-03-31,004170,64603501354.0,6572365891815.0,40000000.0,1615.08753385,164309.147295375,0.009829565550276954
2019,2020-03-30,004800,150009464862.0,2710241797117.0,150000000.0,1000.06309908,18068.278647446667,0.05534910760418922
2020,2021-03-31,004800,1220252292.0,2514323284706.0,150000000.0,8.13501528,16762.155231373334,0.0004853203641005473
2021,2022-03-31,004800,543004619223.0,2992273823939.0,150000000.0,3620.03079482,19948.492159593334,0.18146889328069382
2022,2023-03-31,004800,24807189262.0,2897304623764.0,150000000.0,165.38126174666667,19315.364158426666,0.00856216120960454
2023,2024-03-30,004800,-438141363.0,2776232060583.0,150000000.0,-2.92094242,18508.21373722,-0.00015781871019384153
2024,2025-03-31,004800,484258153404.0,2504438694987.0,150000000.0,3228.38768936,16696.25796658,0.1933599550163929
2025,2026-03-31,004800,422120861647.0,2857192993387.0,150000000.0,2814.1390776466665,19047.953289246667,0.14773970908650647
2019,2020-03-30,022100,39675367921.0,366269191331.0,400000000.0,99.1884198025,915.6729783275,0.10832297353982223
2020,2021-03-31,022100,8996905609.0,369962832271.0,400000000.0,22.4922640225,924.9070806775,0.024318403969860715
2021,2022-03-31,022100,-13923043578.0,359203925784.0,400000000.0,-34.807608945,898.00981446,-0.03876083355050061
2022,2023-03-31,022100,45850938928.0,413992509859.0,400000000.0,114.62734732,1034.9812746475,0.11075306397117228
2023,2024-03-30,022100,92128228460.0,461449382203.0,400000000.0,230.32057115,1153.6234555075,0.19964969509802294
2024,2025-03-31,022100,88599060003.0,525897500876.0,400000000.0,221.4976500075,1314.74375219,0.16847210693227946
2025,2026-03-31,022100,52623905401.0,572559763845.0,400000000.0,131.5597635025,1431.3994096125,0.09190989085157936
2019,2020-03-30,282330,151377053549.0,622595762075.0,60000000.0,2522.9508924833335,10376.596034583334,0.2431385864954934
2020,2021-03-31,282330,122711267434.0,696827910319.0,60000000.0,2045.1877905666668,11613.798505316667,0.17609981692298196
2021,2022-03-31,282330,147642852239.0,809319369409.0,60000000.0,2460.7142039833334,13488.656156816667,0.1824284180258965
2022,2023-03-31,282330,193538863026.0,962627643775.0,60000000.0,3225.6477171,16043.794062916666,0.20105267522447845
2023,2024-03-30,282330,195844952003.0,1074453047721.0,60000000.0,3264.082533383333,17907.55079535,0.18227409044853346
2024,2025-03-31,282330,195217876198.0,1184132956540.0,60000000.0,3253.631269966667,19735.549275666668,0.16486144999157917
2025,2026-03-31,282330,195263084525.0,1313057157689.0,60000000.0,3254.3847420833335,21884.285961483332,0.14870874689771002
2019,2020-03-30,008930,30742878636.0,645687132191.0,100000000.0,307.42878636,6456.87132191,0.04761265495826233
2020,2021-03-31,008930,22596604093.0,658733646086.0,100000000.0,225.96604093,6587.33646086,0.034303096900032845
2021,2022-03-31,008930,42939923264.0,690294824007.0,100000000.0,429.39923264,6902.94824007,0.062205193738443215
2022,2023-03-31,008930,69035321647.0,724747969785.0,100000000.0,690.35321647,7247.47969785,0.0952542463381852
2023,2024-03-30,008930,115119858471.0,787472469388.0,100000000.0,1151.19858471,7874.72469388,0.14618905796220114
2024,2025-03-31,008930,56693106363.0,838703712282.0,100000000.0,566.93106363,8387.03712282,0.0675961075798099
2025,2026-03-31,008930,117709205494.0,959193127357.0,100000000.0,1177.09205494,9591.93127357,0.12271689833552162
2019,2020-03-30,011210,55207000000.0,3091809000000.0,37000000.0,1492.081081081081,83562.4054054054,0.01785588954557025
2020,2021-03-31,011210,53672000000.0,3525860000000.0,37000000.0,1450.5945945945946,95293.51351351352,0.015222385460568486
2021,2022-03-31,011210,56071000000.0,3695264000000.0,37000000.0,1515.4324324324325,99872.0,0.015173746720126086
2022,2023-03-31,011210,43482000000.0,3733651000000.0,37000000.0,1175.1891891891892,100909.48648648648,0.011645973338161494
2023,2024-03-30,011210,52548000000.0,3766754000000.0,37000000.0,1420.2162162162163,101804.16216216216,0.013950473006732056
2024,2025-03-31,011210,129472000000.0,4026299000000.0,37000000.0,3499.2432432432433,108818.8918918919,0.0321565785352752
2025,2026-03-31,011210,116932000000.0,4065428000000.0,37000000.0,3160.324324324324,109876.43243243243,0.02876253127591978
2019,2020-03-30,096770,65774590000.0,18209623762000.0,350000000.0,187.9274,52027.49646285714,0.0036120784734311197
2020,2021-03-31,096770,-2241718105000.0,15458465083000.0,350000000.0,-6404.908871428572,44167.04309428571,-0.14501556868445267
2021,2022-03-31,096770,457259599000.0,19633194498000.0,350000000.0,1306.455997142857,56094.84142285714,0.023290127291642745
2022,2023-03-31,096770,1895179127000.0,23242311382000.0,350000000.0,5414.797505714286,66406.60394857143,0.08154004547360642
2023,2024-03-30,096770,554894277000.0,30019967513000.0,350000000.0,1585.41222,85771.33575142857,0.018484173134421474
2024,2025-03-31,096770,-2372482956000.0,39648908994000.0,350000000.0,-6778.522731428571,113282.59712571428,-0.05983728219000991
2025,2026-03-31,096770,-5436441431000.0,36391495746000.0,350000000.0,-15532.689802857143,103975.70213142857,-0.1493876885122962
2019,2020-03-30,034020,-223649869387.0,5986101921091.0,400000000.0,-559.1246734675,14965.2548027275,-0.037361520457746995
2020,2021-03-31,034020,-622554709114.0,7106496680985.0,2000000000.0,-311.277354557,3553.2483404925,-0.08760360231783158
2021,2022-03-31,034020,645821146630.0,8807595644721.0,2000000000.0,322.910573315,4403.7978223605,0.07332547640479899
2022,2023-03-31,034020,-453149865549.0,10080290283869.0,2000000000.0,-226.5749327745,5040.1451419345,-0.04495404921762559
2023,2024-03-30,034020,517521903042.0,10841508936525.0,2000000000.0,258.760951521,5420.7544682625,0.04773522819304892
2024,2025-03-31,034020,394689000000.0,11661092000000.0,2000000000.0,197.3445,5830.546,0.03384665861481927
2025,2026-03-31,034020,205163000000.0,12009370000000.0,2000000000.0,102.5815,6004.685,0.01708357724010502
2019,2020-03-30,005380,3185646000000.0,76365754000000.0,450000000.0,7079.213333333333,169701.67555555556,0.041715636042826215
2020,2021-03-31,005380,1924553000000.0,76340970000000.0,450000000.0,4276.7844444444445,169646.6,0.025209962619023574
2021,2022-03-31,005380,5693077000000.0,82615789000000.0,450000000.0,12651.282222222222,183590.64222222223,0.06891027815518411
2022,2023-03-31,005380,7983614000000.0,90896545000000.0,450000000.0,17741.364444444444,201992.32222222222,0.08783187523794221
2023,2024-03-30,005380,12272301000000.0,101809440000000.0,450000000.0,27271.78,226243.2,0.12054187705973042
2024,2025-03-31,005380,13229908000000.0,120275933000000.0,450000000.0,29399.795555555556,267279.8511111111,0.10999630325045992
2025,2026-03-31,005380,10364775000000.0,127648237000000.0,450000000.0,23032.833333333332,283662.74888888886,0.08119794870335734
2019,2020-03-30,051900,788173092234.0,4237087665136.0,70000000.0,11259.615603342858,60529.823787657144,0.18601765045347524
2020,2021-03-31,051900,813101140024.0,4849195698865.0,70000000.0,11615.730571771428,69274.2242695,0.16767752644305817
2021,2022-03-31,051900,861127851880.0,5497832811356.0,70000000.0,12301.82645542857,78540.46873365714,0.15663041809880157
2022,2023-03-31,051900,258340046881.0,5468835988249.0,70000000.0,3690.5720983,78126.22840355714,0.0472385800993302
2023,2024-03-30,051900,163524219980.0,5548926465800.0,70000000.0,2336.060285428571,79270.37808285715,0.029469523697576046
2024,2025-03-31,051900,203887730139.0,5685920091079.0,70000000.0,2912.6818591285714,81227.42987255714,0.035858353067411614
2025,2026-03-31,051900,-85778983809.0,5570301328895.0,70000000.0,-1225.4140544142856,79575.73326992858,-0.015399343544313477
2024,2025-03-31,489790,3210792631.0,824726773737.0,200000000.0,16.053963155,4123.633868685,0.0038931592052617184
2025,2026-03-31,489790,42619753835.0,866219782825.0,200000000.0,213.098769175,4331.098914125,0.04920200932839969
2025,2026-03-31,0126Z0,85313155522.0,5905769042165.0,270000000.0,315.97465008148146,21873.218674685184,0.014445731777334284
2019,2020-03-30,307950,56872512361.0,515010800634.0,90000000.0,631.9168040111111,5722.342229266666,0.11042974689266233
2020,2021-03-31,307950,60786032656.0,562381230132.0,90000000.0,675.4003628444444,6248.6803348,0.10808688021421435
2021,2022-03-31,307950,71368214141.0,1375821355103.0,90000000.0,792.9801571222222,15286.903945588889,0.05187316934447282
2022,2023-03-31,307950,116170013150.0,1490380825529.0,90000000.0,1290.7779238888888,16559.78695032222,0.0779465296118301
2023,2024-03-30,307950,140312627000.0,1592312483000.0,90000000.0,1559.029188888889,17692.360922222222,0.08811877599278985
2024,2025-03-31,307950,175182500000.0,1730526263000.0,90000000.0,1946.4722222222222,19228.069588888888,0.10123076647002612
2025,2026-03-31,307950,186789322000.0,1874718905000.0,90000000.0,2075.436911111111,20830.210055555555,0.09963590888309733
2019,2020-03-30,042660,-46485191069.0,3754896548541.0,780000000.0,-59.59639880641026,4813.9699340269235,-0.012379885961721702
2020,2021-03-31,042660,86572614374.0,3868970660954.0,780000000.0,110.99053124871794,4960.218796094872,0.022376136176916153
2021,2022-03-31,042660,-1699829429734.0,2217583452890.0,780000000.0,-2179.268499658974,2843.0557088333335,-0.7665233195705657
2022,2023-03-31,042660,-1744778447657.0,744971931958.0,780000000.0,-2236.8954457141026,955.0922204589743,-2.342072731614494
2023,2024-03-30,042660,160043854483.0,4312157120697.0,1000000000.0,160.043854483,4312.157120697,0.037114569345082477
2024,2025-03-31,042660,528212898147.0,4863349890725.0,1000000000.0,528.212898147,4863.349890725,0.10861091840304689
2025,2026-03-31,042660,1245921538208.0,6175006995811.0,1000000000.0,1245.921538208,6175.006995811,0.20176844156665863
2023,2024-03-30,039490,440737008036.0,4904099124221.0,60000000.0,7345.6168006,81734.98540368333,0.08987114592754274
2024,2025-03-31,039490,834883309831.0,5631874937999.0,60000000.0,13914.721830516666,93864.58229998333,0.14824251586233433
2025,2026-03-31,039490,1114974212697.0,6722405133984.0,60000000.0,18582.90354495,112040.0855664,0.1658594194301729
2019,2020-03-30,001800,156389780756.0,3337625446118.0,480000000.0,325.8120432416667,6953.386346079166,0.04685660008312117
2020,2021-03-31,001800,218531878719.0,3494709905014.0,480000000.0,455.27474733125,7280.645635445833,0.06253219427611532
2021,2022-03-31,001800,225328340769.0,3870846883349.0,480000000.0,469.43404326875,8064.264340310417,0.05821163883755826
2022,2023-03-31,001800,323574721674.0,4124954123258.0,480000000.0,674.1140034875,8593.654423454167,0.07844322918637261
2023,2024-03-30,001800,290412989562.0,4319813022573.0,480000000.0,605.0270615875,8999.61046369375,0.06722813882093026
2024,2025-03-31,001800,479528618409.0,4878744091875.0,480000000.0,999.01795501875,10164.05019140625,0.09828935672350617
2025,2026-03-31,001800,337777860270.0,5155936347634.0,480000000.0,703.7038755625,10741.534057570834,0.06551241859783673
2023,2024-03-30,279570,12812000000.0,1866881000000.0,1000000000.0,12.812,1866.881,0.006862783433973564
2024,2025-03-31,279570,128053000000.0,1995845000000.0,1000000000.0,128.053,1995.845,0.06415979196781313
2025,2026-03-31,279570,112609000000.0,2171766000000.0,1000000000.0,112.609,2171.766,0.051851350467775996
2021,2022-03-31,377300,-33863310446.0,1795637761122.0,400000000.0,-84.658276115,4489.094402805,-0.018858653554289586
2022,2023-03-31,377300,26795044775.0,1908224925187.0,400000000.0,66.9876119375,4770.5623129675,0.014041869184983092
2023,2024-03-30,377300,-22906723275.0,1934775610065.0,400000000.0,-57.2668081875,4836.9390251625,-0.011839472833870608
2024,2025-03-31,377300,-21537569693.0,1910808471743.0,400000000.0,-53.8439242325,4777.0211793575,-0.011271443481383498
2025,2026-03-31,377300,55690896351.0,1950906550511.0,400000000.0,139.2272408775,4877.2663762775,0.028546162980698852
2019,2020-03-30,082740,-41444357903.0,188520288147.0,120000000.0,-345.36964919166667,1571.002401225,-0.21984030636895419
2020,2021-03-31,082740,6048165320.0,194127849262.0,120000000.0,50.40137766666667,1617.7320771833333,0.03115557784724251
2021,2022-03-31,082740,-39738223201.0,209101318087.0,120000000.0,-331.15186000833336,1742.5109840583334,-0.19004291108517196
2022,2023-03-31,082740,-40272392255.0,221625827940.0,120000000.0,-335.60326879166666,1846.8818995,-0.18171344301036432
2023,2024-03-30,082740,-426426612.0,224148291136.0,170000000.0,-2.5083918352941175,1318.5193596235295,-0.001902430796321661
2024,2025-03-31,082740,79159548487.0,393295789886.0,200000000.0,395.797742435,1966.47894943,0.201272300702596
2025,2026-03-31,082740,173753426631.0,556102899924.0,200000000.0,868.767133155,2780.51449962,0.3124483376273457
2023,2024-03-30,323410,354912000000.0,6117694000000.0,1000000000.0,354.912,6117.694,0.05801401639245114
2024,2025-03-31,323410,440065000000.0,6540131000000.0,1000000000.0,440.065,6540.131,0.06728687850442139
2025,2026-03-31,323410,480280000000.0,6749866000000.0,1000000000.0,480.28,6749.866,0.07115400513136112
2019,2020-03-30,006360,447479242607.0,4143027384106.0,200000000.0,2237.396213035,20715.13692053,0.10800779264063662
2020,2021-03-31,006360,329675683016.0,4312115982422.0,200000000.0,1648.37841508,21560.57991211,0.0764533431753452
2021,2022-03-31,006360,428803249577.0,4872723842820.0,200000000.0,2144.016247885,24363.6192141,0.08800072883441676
2022,2023-03-31,006360,441211560543.0,5356202808591.0,200000000.0,2206.057802715,26781.014042955,0.08237394592962863
2023,2024-03-30,006360,-419500544880.0,4885159860812.0,200000000.0,-2097.5027244,24425.79930406,-0.08587242932317707
2024,2025-03-31,006360,263924031753.0,5087123959443.0,200000000.0,1319.620158765,25435.619797215,0.05188079430678894
2025,2026-03-31,006360,93423000000.0,5523557000000.0,200000000.0,467.115,27617.785,0.01691355769479703
2019,2020-03-30,071970,-35895796697.0,130004444684.0,700000000.0,-51.27970956714286,185.72063526285714,-0.2761120728160596
2020,2021-03-31,071970,1103386004.0,173919915912.0,700000000.0,1.57626572,248.45702273142857,0.006344218821714997
2021,2022-03-31,071970,-7828437540.0,153961262140.0,700000000.0,-11.1834822,219.9446602,-0.050846800235252995
2022,2023-03-31,071970,14143936944.0,192136113895.0,700000000.0,20.205624205714287,274.4801627071429,0.07361415122473793
2023,2024-03-30,071970,31641504580.0,225375915294.0,700000000.0,45.2021494,321.96559327714283,0.14039434754474125
2024,2025-03-31,071970,75775091634.0,309374582999.0,700000000.0,108.25013090571429,441.96368999857145,0.24492991925663438
2025,2026-03-31,071970,165101642055.0,488912211304.0,700000000.0,235.85948865,698.4460161485714,0.3376917946366075
2024,2025-03-31,062040,83676177904.0,434241887238.0,500000000.0,167.352355808,868.483774476,0.19269485593898644
2025,2026-03-31,062040,148921775330.0,585470613825.0,500000000.0,297.84355066,1170.94122765,0.25436251079633765
2019,2020-03-30,097950,191028303000.0,9481480420000.0,40000000.0,4775.707575,237037.0105,0.020147518587608916
2020,2021-03-31,097950,786425538000.0,10166438997000.0,40000000.0,19660.63845,254160.974925,0.07735506387556795
2021,2022-03-31,097950,892393213000.0,10806800418000.0,40000000.0,22309.830325,270170.01045,0.08257700507854424
2022,2023-03-31,097950,802674084000.0,11529022641000.0,40000000.0,20066.8521,288225.566025,0.06962204073964573
2023,2024-03-30,097950,559462096000.0,11779942250000.0,40000000.0,13986.5524,294498.55625,0.047492770688243396
2024,2025-03-31,097950,361835555000.0,12242785686000.0,40000000.0,9045.888875,306069.64215,0.029555001964444255
2025,2026-03-31,097950,-416955408000.0,11551202624000.0,40000000.0,-10423.8852,288780.0656,-0.03609627686157019
2024,2025-03-31,443060,227940276635.0,773534561558.0,200000000.0,1139.701383175,3867.67280779,0.2946736809999781
2025,2026-03-31,443060,269571288127.0,824724855468.0,200000000.0,1347.856440635,4123.62427734,0.32686208780991394
2019,2020-03-30,000990,104637012339.0,644650729765.0,150000000.0,697.58008226,4297.671531766667,0.16231582081221596
2020,2021-03-31,000990,166025591077.0,794584512577.0,150000000.0,1106.8372738466667,5297.230083846666,0.20894642224845922
2021,2022-03-31,000990,316891852008.0,1106049706046.0,150000000.0,2112.61234672,7373.6647069733335,0.28650778556856343
2022,2023-03-31,000990,558836662217.0,1638284078393.0,150000000.0,3725.577748113333,10921.893855953333,0.34111096456797974
2023,2024-03-30,000990,264149250979.0,1740082437747.0,150000000.0,1760.9950065266667,11600.54958498,0.15180272224401709
2024,2025-03-31,000990,229385888355.0,2000688804317.0,150000000.0,1529.2392557,13337.925362113334,0.11465345727933351
2025,2026-03-31,000990,252582440798.0,2243995457046.0,150000000.0,1683.8829386533334,14959.96971364,0.11255924783845152
2023,2024-03-30,457190,-6205555775.0,94988539136.0,50000000.0,-124.1111155,1899.77078272,-0.06532952113428321
2024,2025-03-31,457190,10511891726.0,121654548291.0,100000000.0,105.11891726,1216.54548291,0.08640771655207953
2025,2026-03-31,457190,769523000.0,132855533000.0,100000000.0,7.69523,1328.55533,0.00579217878716425
2019,2020-03-30,000720,573331000000.0,8714982000000.0,6925000000.0,82.79148014440433,1258.481155234657,0.06578682549200905
2020,2021-03-31,000720,227697000000.0,8766378000000.0,6925000000.0,32.88043321299639,1265.9029602888086,0.025973897087257704
2021,2022-03-31,000720,554377000000.0,9429291000000.0,6925000000.0,80.054440433213,1361.6304693140794,0.058793073625578
2022,2023-03-31,000720,470876000000.0,9924277000000.0,6925000000.0,67.99653429602888,1433.1085920577618,0.04744688202475606
2023,2024-03-30,000720,654281000000.0,10455515000000.0,6925000000.0,94.4810108303249,1509.8216606498195,0.06257759660810587
2024,2025-03-31,000720,-766221000000.0,9669413000000.0,6925000000.0,-110.64563176895307,1396.3051263537907,-0.07924172853098735
2025,2026-03-31,000720,559068000000.0,10112865000000.0,6925000000.0,80.73184115523466,1460.3415162454874,0.055282850112208556
2019,2020-03-30,066570,179948000000.0,16425138000000.0,300000000.0,599.8266666666667,54750.46,0.010955646156519354
2020,2021-03-31,066570,2063790000000.0,17542125000000.0,300000000.0,6879.3,58473.75,0.11764766241262105
2021,2022-03-31,066570,2564833000000.0,20098033000000.0,300000000.0,8549.443333333333,66993.44333333333,0.12761612044322945
2022,2023-03-31,066570,2007504000000.0,22491997000000.0,300000000.0,6691.68,74973.32333333333,0.08925414670827139
2023,2024-03-30,066570,1150611000000.0,23498536000000.0,300000000.0,3835.37,78328.45333333334,0.04896522064183062
2024,2025-03-31,066570,591365000000.0,25211664000000.0,300000000.0,1971.2166666666667,84038.88,0.023456008298381258
2025,2026-03-31,066570,1220412000000.0,28552025000000.0,300000000.0,4068.04,95173.41666666667,0.042743448144220944
2019,2020-03-30,271560,220467907564.0,1667543278468.0,480000000.0,459.3081407583333,3474.0484968083333,0.1322112057964382
2020,2021-03-31,271560,274562274378.0,1897508265928.0,480000000.0,572.0047382875,3953.142220683333,0.1446962204634834
2021,2022-03-31,271560,263661820679.0,2292550472319.0,480000000.0,549.2954597479167,4776.14681733125,0.11500807675230647
2022,2023-03-31,271560,398308074971.0,2639228832700.0,480000000.0,829.8084895229167,5498.393401458334,0.15091835540593138
2023,2024-03-30,271560,384981955249.0,2955476949348.0,480000000.0,802.0457401020833,6157.243644475,0.1302605169476723
2024,2025-03-31,271560,533229552422.0,3574045867619.0,480000000.0,1110.8949008791667,7445.928890872917,0.1491949382219969
2025,2026-03-31,271560,390597563174.0,3912207101349.0,480000000.0,813.7449232791666,8150.43146114375,0.0998407172870053
2019,2020-03-30,272210,72896109675.0,968440589019.0,200000000.0,364.480548375,4842.202945095,0.0752716382414759
2020,2021-03-31,272210,93580544300.0,1032682379959.0,200000000.0,467.9027215,5163.411899795,0.09061890288446228
2021,2022-03-31,272210,97878482869.0,2239761486828.0,200000000.0,489.392414345,11198.80743414,0.043700404460306035
2022,2023-03-31,272210,-80760193717.0,2018952014723.0,500000000.0,-161.520387434,4037.904029446,-0.04000104664601466
2023,2024-03-30,272210,343083288939.0,2154126164004.0,500000000.0,686.166577878,4308.252328008,0.1592679642780491
2024,2025-03-31,272210,445378843124.0,2416416895456.0,500000000.0,890.757686248,4832.833790912,0.18431374319618507
2025,2026-03-31,272210,209145275418.0,5000999101579.0,500000000.0,418.290550836,10001.998203158,0.041820698458427064
2019,2020-03-30,030000,139453304163.0,956815589452.0,300000000.0,464.84434721,3189.3852981733335,0.14574731609762914
2020,2021-03-31,030000,158280183551.0,1015529269080.0,300000000.0,527.6006118366666,3385.0975636,0.1558597948578981
2021,2022-03-31,030000,167599145195.0,1127267387165.0,300000000.0,558.6638173166667,3757.5579572166666,0.14867736537335682
2022,2023-03-31,030000,195834422990.0,1221429565834.0,300000000.0,652.7814099666666,4071.4318861133333,0.1603321456004571
2023,2024-03-30,030000,190121613120.0,1297763755819.0,300000000.0,633.7387104,4325.879186063334,0.14649940119495555
2024,2025-03-31,030000,208342984365.0,1474033393149.0,300000000.0,694.47661455,4913.44464383,0.1413421061784182
2025,2026-03-31,030000,208612517893.0,1588049835355.0,300000000.0,695.3750596433333,5293.499451183333,0.13136396179051005
2019,2020-03-30,047810,168292166221.0,1183160662241.0,200000000.0,841.460831105,5915.803311205,0.142239487494658
2020,2021-03-31,047810,72313949881.0,1234279919655.0,200000000.0,361.569749405,6171.399598275,0.05858796593013751
2021,2022-03-31,047810,53272528569.0,1297444007438.0,200000000.0,266.362642845,6487.22003719,0.04105959738038691
2022,2023-03-31,047810,115919395720.0,1453216825866.0,200000000.0,579.5969786,7266.08412933,0.07976744671320564
2023,2024-03-30,047810,221401119895.0,1619940517277.0,200000000.0,1107.005599475,8099.702586385,0.13667237625932024
2024,2025-03-31,047810,170895410977.0,1727176882121.0,200000000.0,854.477054885,8635.884410605,0.09894493884560207
2025,2026-03-31,047810,187312615904.0,1897346862036.0,200000000.0,936.56307952,9486.73431018,0.09872344358953906
2019,2020-03-30,009830,-248864999187.0,5805847209929.0,200000000.0,-1244.324995935,29029.236049645,-0.042864545033392876
2020,2021-03-31,009830,301722374169.0,5967715490499.0,300000000.0,1005.74124723,19892.38496833,0.05055910836388935
2021,2022-03-31,009830,616328220396.0,8201247119233.0,300000000.0,2054.42740132,27337.490397443333,0.07515054862212718
2022,2023-03-31,009830,366023151112.0,9896911559334.0,300000000.0,1220.0771703733333,32989.70519778,0.03698357299826483
2023,2024-03-30,009830,-155257718254.0,9010546154819.0,300000000.0,-517.5257275133333,30035.153849396665,-0.01723066677495075
2024,2025-03-31,009830,-1368980474463.0,10606856154462.0,300000000.0,-4563.26824821,35356.18718154,-0.12906562081424186
2025,2026-03-31,009830,-615282000000.0,11185039000000.0,300000000.0,-2050.94,37283.46333333333,-0.05500937457616375
2024,2025-03-31,483650,15408977423.0,102069072470.0,75000000.0,205.45303230666667,1360.9209662666667,0.15096617467087287
2025,2026-03-31,483650,79053534113.0,198554792679.0,75000000.0,1054.0471215066666,2647.39723572,0.3981446785865524
2019,2020-03-30,012750,146641281537.0,1327606477525.0,80000000.0,1833.0160192125,16595.0809690625,0.11045538269019076
2020,2021-03-31,012750,142089584874.0,1384184652038.0,80000000.0,1776.119810925,17302.308150475,0.10265218926159515
2021,2022-03-31,012750,128990896403.0,1442895804503.0,80000000.0,1612.3862050375,18036.1975562875,0.08939723575357572
2022,2023-03-31,012750,151030832821.0,1522989262567.0,80000000.0,1887.8854102625,19037.3657820875,0.09916736547862286
2023,2024-03-30,012750,189480545869.0,1597906768659.0,80000000.0,2368.5068233625,19973.8346082375,0.11858047639914338
2024,2025-03-31,012750,176718837100.0,1660670981711.0,80000000.0,2208.98546375,20758.3872713875,0.10641411757428641
